Name,Hash_Key,Offcd ,Wk_S,Wk_E,Jbt
黄克诚,a21fae5aab6273a49ac9b2d364e59092d2a304d9,0000001781,1935.02,  ,红3军团撤销师编制后改任第10团政治委员，率部参加四渡赤水和遵义战役
黄克诚,a21fae5aab6273a49ac9b2d364e59092d2a304d9,0000001781,1940.02,  ,任八路军第2纵队政治委员、冀鲁豫军区司令员兼政治委员
黄克诚,a21fae5aab6273a49ac9b2d364e59092d2a304d9,0000001781,1940.05,,率344旅和新编第2旅南下华中豫皖苏边区，同彭雪枫率领的新四军第6支队会合，组建八路军第4纵队并任政治委员
黄克诚,a21fae5aab6273a49ac9b2d364e59092d2a304d9,0000001781,1940.08,,奉命转赴皖东北，将淮河以北、津浦路以东由中共领导的数支部队统一整编为八路军第5纵队，任司令员兼政治委员。随即率部东进淮海，南下盐城、阜宁，同发起黄桥战役的新四军苏北部队在白驹镇会师，共同创建苏北抗日根据地，打开了华中抗战的新局面，并打通了华北、华中两大战略区的联系
黄克诚,a21fae5aab6273a49ac9b2d364e59092d2a304d9,0000001781,1941.01,  ,皖南事变所部改编为新四军第3师，任师长兼政治委员、苏北军区司令员兼政治委员、中共苏北区委书记
黄克诚,a21fae5aab6273a49ac9b2d364e59092d2a304d9,0000001781,1944.04,,开始发动局部反攻，指挥高沟杨口战斗，使淮海、盐阜两块根据地基本连成一片。日本投降前后组织实施阜宁战役和两淮战役，解放苏北大部地区
黄克诚,a21fae5aab6273a49ac9b2d364e59092d2a304d9,0000001781,1946.01,1947.08,任西满军区副政治委员、司令员，中共西满分局副书记、代理书记，坚决执行毛泽东关于建立巩固的东北根据地的战略方针，领导创建西满根据地，建立人民民主政权
黄克诚,a21fae5aab6273a49ac9b2d364e59092d2a304d9,0000001781,1947.08,1948.04,任东北民主联军副司令员兼后勤司令员、政治委员，建立起较完善的后勤保障体系和规章制度
黄克诚,a21fae5aab6273a49ac9b2d364e59092d2a304d9,0000001781,1948.04,1949.01,任中共冀察热辽分局书记兼冀察热辽军区政治委员、东北野战军第2兵团政治委员，领导当地军民全力支援主力部队决战辽沈
黄克诚,a21fae5aab6273a49ac9b2d364e59092d2a304d9,0000001781,1949.01,1952.11,任天津市军管会主任、中共天津市委书记
黄克诚,a21fae5aab6273a49ac9b2d364e59092d2a304d9,0000001781,1952.11,1954.00,调任人民解放军副总参谋长兼总后勤部部长、政治委员，主持建立全军后勤工作的正规制度
黄克诚,a21fae5aab6273a49ac9b2d364e59092d2a304d9,0000001781,1954.00,1956.00,任中共中央军委秘书长、国防部副部长、中央财经领导小组成员
黄克诚,a21fae5aab6273a49ac9b2d364e59092d2a304d9,0000001781,1956.00,1958.10,当选中共第八届中央委员、中央书记处书记
黄克诚,a21fae5aab6273a49ac9b2d364e59092d2a304d9,0000001781,1958.10,1959.00,任人民解放军总参谋长，组织全军实施精简整编，加强正规化与合成化建设
黄克诚,a21fae5aab6273a49ac9b2d364e59092d2a304d9,0000001781,1959.00,1977.12,在中央政治局扩大会议（庐山会议）上，因对“大跃进”、“人民公社”运动中的“左”倾错误直言批评，同彭德怀等人一起被定为“反党集团”，受到长期审查并被撤销一切职务
黄克诚,a21fae5aab6273a49ac9b2d364e59092d2a304d9,0000001781,1977.12,1978.12,黄克诚出任中央军委顾问
黄克诚,a21fae5aab6273a49ac9b2d364e59092d2a304d9,0000001781,1978.12,1980.06,在中共十一届三中全会上被增补为中央委员，并当选中央纪律检查委员会常务书记
黄克诚,a21fae5aab6273a49ac9b2d364e59092d2a304d9,0000001781,1980.06,1982.00,中共中央予以正式平反
黄克诚,a21fae5aab6273a49ac9b2d364e59092d2a304d9,0000001781,1982.00,1986.12,任中纪委第二书记，在年迈体衰、双目失明的情况下仍坚持工作，为贯彻新时期党的方针政策、拨乱反正、端正党风、平反冤假错案、正确评价毛泽东和毛泽东思想的历史地位与作用等作出重要贡献
黄克诚,a21fae5aab6273a49ac9b2d364e59092d2a304d9,0000001781,1986.12,  ,因病在北京逝世，享年84岁
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1915.00,  ,入私塾读书，1919年受五四运动影响，参加集会和示威游行，1925年6月加入中国共产党并参加革命工作读书
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1915.00,  ,入私塾读书，1919年受五四运动影响，参加集会和示威游行1925年6月加入中国共产党并参加革命工作读书
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1925.06,  ,在永丰小学任教，发起成立思江学会，创办《平民报》
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1926.00,  ,在上海大学学习大学
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1927.00,  ,回乡，任中共江西永丰县委书记
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1930.00,  ,参加中国工农红军，任红3军8师参谋、连政委、师政治部主任，红4军11师宣传科科长，红1军团2师5团政治处主任、师政治部宣传科科长、军团教导营指导员
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1934.10,  ,参加长征
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1938.12,  ,任抗大太行第1分校政治部主任、分校党委书记
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1939.00,  ,任八路军第129师政治部宣传部部长，平汉纵队政委
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1940.00,  ,任抗大第6分校政委，太行军区晋中分区政治部主任
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1943.00,  ,任中央军委办公厅主任兼总政治部锄奸部副部长
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1948.11,  ,任中共沈阳市工委副书记
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1949.01,  ,任中共沈阳市委副书记
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1949.06,  ,任中共沈阳市委书记
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1953.04,  ,任中共中央东北局委员
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1954.05,1954.11,任东北局常委、秘书长
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1954.07,  ,任中共辽宁省委书记
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1956.07,  ,任中共辽宁省委第1书记
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1958.06,1966.00,任辽宁省委第2书记
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1955.03,1959.06,任辽宁省政协主席
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1958.10,1966.00,任辽宁省省长
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1960.10,1967.08,任东北局书记处书记
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1972.12,  ,任中共辽宁省委书记
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1977.10,  ,任中共辽宁省委第3书记
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1978.10,  ,任中共辽宁省委第2书记
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1980.03,  ,任中共辽宁省委常委
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1980.07,  ,任中共辽宁省委顾问
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1972.12,1980.01,任辽宁省革委会副主任
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1977.12,1980.01,兼辽宁省政协主席
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1980.01,1983.04,任辽宁省人大常委会主任
黄欧东,7ae14f1b6a9c8c24c1127a28a0c999ce5d150be2,0000001797,1975.02,  ,中共辽宁省委常委召开扩大会议上，审批张志新案件
黄奇帆,b65298bf69e054fd1ed5415de4229422bf4d850f,0000001805,1968.09,1974.09,上海焦化厂焦炉车间工人
黄奇帆,b65298bf69e054fd1ed5415de4229422bf4d850f,0000001805,1974.09,1977.09,上海机械学院仪器仪表系自动化仪表专业学习
黄奇帆,b65298bf69e054fd1ed5415de4229422bf4d850f,0000001805,1977.09,1983.07,上海焦化厂设备科技术员、助理工程师、工程师
黄奇帆,b65298bf69e054fd1ed5415de4229422bf4d850f,0000001805,1983.07,1983.12,上海焦化厂副厂长
黄奇帆,b65298bf69e054fd1ed5415de4229422bf4d850f,0000001805,1983.12,1984.04,上海市委整党办公室联络员
黄奇帆,b65298bf69e054fd1ed5415de4229422bf4d850f,0000001805,1984.04,1987.01,上海市经委综合规划室副主任
黄奇帆,b65298bf69e054fd1ed5415de4229422bf4d850f,0000001805,1987.01,1990.06,上海市经济信息中心主任（副局级）
黄奇帆,b65298bf69e054fd1ed5415de4229422bf4d850f,0000001805,1990.06,1993.01,上海市浦东开发办公室副主任
黄奇帆,b65298bf69e054fd1ed5415de4229422bf4d850f,0000001805,1993.01,1994.09,上海市浦东新区管委会副主任，1993.12正局级（1988.12--1993.09上海市第六届青年联合会副主席）
黄奇帆,b65298bf69e054fd1ed5415de4229422bf4d850f,0000001805,1994.09,1995.04,上海市委副秘书长兼市委研究室主任
黄奇帆,b65298bf69e054fd1ed5415de4229422bf4d850f,0000001805,1995.04,1995.07,上海市委副秘书长（1994.10--1995.05借调中央办公厅工作）
黄奇帆,b65298bf69e054fd1ed5415de4229422bf4d850f,0000001805,1995.07,1996.03,上海市委副秘书长，市政府副秘书长
黄奇帆,b65298bf69e054fd1ed5415de4229422bf4d850f,0000001805,1996.03,1998.04,上海市委副秘书长，市政府副秘书长，市体改委副主任
黄奇帆,b65298bf69e054fd1ed5415de4229422bf4d850f,0000001805,1998.04,2001.10,上海市政府副秘书长，市经委主任，市工业工作党委副书记（1998.02--1999.12中欧国际工商学院高层管理人员工商管理硕士课程班学习，获工商管理硕士学位）
黄奇帆,b65298bf69e054fd1ed5415de4229422bf4d850f,0000001805,2001.10,2002.05,重庆市政府副市长、党组成员
黄奇帆,b65298bf69e054fd1ed5415de4229422bf4d850f,0000001805,2002.05,2009.11,重庆市委常委，市政府副市长、党组成员
黄奇帆,b65298bf69e054fd1ed5415de4229422bf4d850f,0000001805,2002.10,2009.11,市政府党组副书记
黄奇帆,b65298bf69e054fd1ed5415de4229422bf4d850f,0000001805,2003.07,2009.11,兼重庆行政学院院长
黄奇帆,b65298bf69e054fd1ed5415de4229422bf4d850f,0000001805,2003.09,2009.11,兼市国资委党委书记
黄奇帆,b65298bf69e054fd1ed5415de4229422bf4d850f,0000001805,2009.11,2010.01,重庆市委副书记，市政府副市长、党组副书记，市政府代理市长、党组书记，重庆行政学院院长（兼），市国资委党委书记（兼）
黄奇帆,b65298bf69e054fd1ed5415de4229422bf4d850f,0000001805,2010.01,2010.03,重庆市委副书记，市政府市长、党组书记，重庆行政学院院长（兼），市国资委党委书记（兼）
黄奇帆,b65298bf69e054fd1ed5415de4229422bf4d850f,0000001805,2010.03,2011.02,国务院三峡工程建设委员会副主任，重庆市委副书记，市政府市长、党组书记，重庆行政学院院长（兼），市国资委党委书记（兼）
黄奇帆,b65298bf69e054fd1ed5415de4229422bf4d850f,0000001805,2011.02,,国务院三峡工程建设委员会副主任，重庆市委副书记，市政府市长、党组书记
黄岩,1da036decc0596dbebfbd6ffc137280ec89d37b2,0000001871,1912.00,1989.00,原名黄家银，1912年8月16日出生，安徽省六安市人
黄岩,1da036decc0596dbebfbd6ffc137280ec89d37b2,0000001871,1949.00,  ,历任中共合肥市委书记、皖北区党委副书记、皖北军区副政委、皖北行署主任、安徽省委书记处书记、安徽省人民政府副主席
黄岩,1da036decc0596dbebfbd6ffc137280ec89d37b2,0000001871,1955.00,  ,任安徽省省长
黄岩,1da036decc0596dbebfbd6ffc137280ec89d37b2,0000001871,1929.00,  ,冬，先参加了四区十三乡（徐集）少年先锋队，当了分队长、中队指导员
黄岩,1da036decc0596dbebfbd6ffc137280ec89d37b2,0000001871,1931.03,  ,黄岩参加了规模较大的河西农民起义，并经曹子仲介绍，转入中国共产党
黄岩,1da036decc0596dbebfbd6ffc137280ec89d37b2,0000001871,1932.06,  ,蒋介石全力进犯大别山苏区
黄岩,1da036decc0596dbebfbd6ffc137280ec89d37b2,0000001871,1932.12,  ,敌人根据所谓的《危害民国紧急治罪法》判处黄岩等有期徒刑10年
黄岩,1da036decc0596dbebfbd6ffc137280ec89d37b2,0000001871,1937.07,  ,抗日战争全面爆发，国共两党实现了第二次合作，国民党被迫实践了释放政治犯的诺言
黄岩,1da036decc0596dbebfbd6ffc137280ec89d37b2,0000001871,1939.01,  ,鄂豫皖区党委在立煌县（今金寨县）白水河正式成立
黄岩,1da036decc0596dbebfbd6ffc137280ec89d37b2,0000001871,1940.04,  ,国民党桂顽势力以一七六师一部和保安八团4000余人，对江北游击纵队司令部及驻无为地区的新九团发动了大规模军事进攻
黄岩,1da036decc0596dbebfbd6ffc137280ec89d37b2,0000001871,1941.05,  ,黄岩任路西区党委书记
黄岩,1da036decc0596dbebfbd6ffc137280ec89d37b2,0000001871,1943.02,  ,成立淮南区党委，谭震林任书记，下辖路东、路西两个地委，黄岩任路西地委副书记兼新四军二师六旅（兼军分区）副政委
黄岩,1da036decc0596dbebfbd6ffc137280ec89d37b2,0000001871,1944.09,  ,黄岩参加淮南区党委任委员并任路西地委书记
黄岩,1da036decc0596dbebfbd6ffc137280ec89d37b2,0000001871,1945.02,  ,又任重建后的新四军二师六旅（兼军分区）政委
黄岩,1da036decc0596dbebfbd6ffc137280ec89d37b2,0000001871,1946.08,  ,黄岩率部由路东撤离到达华中分局驻地苏北清江
黄岩,1da036decc0596dbebfbd6ffc137280ec89d37b2,0000001871,1947.03,  ,华中分局决定，在临沂成立华中干部学校，由桂蓬任校长，黄岩任政治委员
黄岩,1da036decc0596dbebfbd6ffc137280ec89d37b2,0000001871,1948.02,  ,华东局电召黄岩由大连返回山东，主持土改工作队训练班工作
黄岩,1da036decc0596dbebfbd6ffc137280ec89d37b2,0000001871,1949.01,  ,在孙仲德、谭启龙率领的华野先遣纵队进军下，盘踞合肥的国民党刘汝明部弃城潜逃
黄岩,1da036decc0596dbebfbd6ffc137280ec89d37b2,0000001871,1952.08,  ,中央人民政府委员会第十七次会议决定撤销皖南、皖北人民行政公署，成立安徽省人民政府，曾希圣任省政府主席，黄岩任副主席
黄岩,1da036decc0596dbebfbd6ffc137280ec89d37b2,0000001871,1955.02,  ,安徽省人民代表大会一届二次会议，选举黄岩为安徽省省长
黄岩,1da036decc0596dbebfbd6ffc137280ec89d37b2,0000001871,1956.07,  ,黄岩被选为省委书记处书记，9月，出席党的第八次全国代表大会
黄岩,1da036decc0596dbebfbd6ffc137280ec89d37b2,0000001871,1964.09,  ,黄岩再次当选为省长，主持省政，一直到“文化大革命”时止
黄岩,1da036decc0596dbebfbd6ffc137280ec89d37b2,0000001871,1967.09,  ,受“文化大革命”冲击，黄岩被“军管”，受到打击和迫害
黄岩,1da036decc0596dbebfbd6ffc137280ec89d37b2,0000001871,1989.06,  ,黄岩因病医治无效，不幸逝世
回良玉,dfa54cb21067ab084622c50329001f700881197c,0000001915,1961.00,1964.00,吉林省农业学校学习
回良玉,dfa54cb21067ab084622c50329001f700881197c,0000001915,1964.00,1968.00,吉林省榆树县农业局、人事监察局科员
回良玉,dfa54cb21067ab084622c50329001f700881197c,0000001915,1968.00,1969.00,下放吉林省榆树县“五七”干校劳动
回良玉,dfa54cb21067ab084622c50329001f700881197c,0000001915,1969.00,1972.00,吉林省榆树县革委会政治部干事、办公室副组长
回良玉,dfa54cb21067ab084622c50329001f700881197c,0000001915,1972.00,1974.00,吉林省榆树县委组织部副部长，于家公社党委书记
回良玉,dfa54cb21067ab084622c50329001f700881197c,0000001915,1974.00,1977.00,吉林省榆树县委副书记
回良玉,dfa54cb21067ab084622c50329001f700881197c,0000001915,1977.00,1984.00,吉林省农业局副局长、省农牧厅副厅长、党组副书记
回良玉,dfa54cb21067ab084622c50329001f700881197c,0000001915,1984.00,1985.00,吉林省白城地委副书记、行署专员
回良玉,dfa54cb21067ab084622c50329001f700881197c,0000001915,1985.00,1987.00,吉林省委常委兼省委农村政策研究室主任、省委农工部部长（1984－1987年吉林省委党校函授班党政干部基础专业学习）
回良玉,dfa54cb21067ab084622c50329001f700881197c,0000001915,1987.00,1990.00,吉林省副省长
回良玉,dfa54cb21067ab084622c50329001f700881197c,0000001915,1990.00,1992.00,中央政策研究室副主任
回良玉,dfa54cb21067ab084622c50329001f700881197c,0000001915,1992.00,1993.00,湖北省委副书记
回良玉,dfa54cb21067ab084622c50329001f700881197c,0000001915,1993.00,1994.00,湖北省委副书记、省政协主席
回良玉,dfa54cb21067ab084622c50329001f700881197c,0000001915,1994.00,1995.00,安徽省委副书记、代省长
回良玉,dfa54cb21067ab084622c50329001f700881197c,0000001915,1995.00,1998.00,安徽省委副书记、省长
回良玉,dfa54cb21067ab084622c50329001f700881197c,0000001915,1998.00,1999.00,安徽省委书记
回良玉,dfa54cb21067ab084622c50329001f700881197c,0000001915,1999.00,2002.00,江苏省委书记
回良玉,dfa54cb21067ab084622c50329001f700881197c,0000001915,2002.00,2003.00,中央政治局委员
回良玉,dfa54cb21067ab084622c50329001f700881197c,0000001915,2003.00,2013.00,中央政治局委员（至2012年11月），国务院副总理、党组成员
惠浴宇,6ec6989260b9e7265c1ef74d058198849eabd799,0000001918,1928.07,  ,参加中国共产党，在上海从事地下工作
惠浴宇,6ec6989260b9e7265c1ef74d058198849eabd799,0000001918,1929.00,  ,到上海从事党的地下工作
惠浴宇,6ec6989260b9e7265c1ef74d058198849eabd799,0000001918,1930.04,  ,被国民党当局逮捕入狱，在狱中7年，坚贞不屈、坚持斗争
惠浴宇,6ec6989260b9e7265c1ef74d058198849eabd799,0000001918,1937.10,  ,作出狱，奔赴延安进入抗日军政大学学习大学
惠浴宇,6ec6989260b9e7265c1ef74d058198849eabd799,0000001918,1940.00,  ,惠浴宇受党组织的派遣，参加开辟苏中抗日根据地，历任新四军江南挺进纵队大队指导员、挺进纵队三支队政治部主任、中共苏中工委书记、苏北临时特委书记、苏北特委副书记、江都县抗日民主政府县长兼警卫团政委、新四军苏北指挥部三纵七团政委
惠浴宇,6ec6989260b9e7265c1ef74d058198849eabd799,0000001918,1983.00,  ,退居二线仍十分关注改革和四化建设，为党做了大量力所能及的工作，并潜心撰写缅怀战友的回忆文章，结集为《写心集》
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1909.04,  ,生于山西省忻县（今忻州市）北堡村的一个农民家庭
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1930.00,  ,在忻县中学参与组织革命青年团
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1931.00,  ,他组织发动了反对反动校长和捣毁国民党县党部的斗争
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1936.01,  ,加人中国共产党，6月任中共陕北关中特委宣传科长
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1937.02,  ,任陕北富县抗日救国会会长和中共富县县委书记，11月任中共陕甘宁边（特）区委员会秘书长，为边区红军抗日根据地的建设和发展做出了积极的贡献
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1938.05,  ,受党中央派遣，霍士廉由延安赴山东参加开辟建立抗日根据地工作
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1940.08,  ,任山东省民众总动员委员会副主任、山东省各界救国联合会总会长
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1940.12,  ,任鲁中区党委书记兼鲁中军区政委、党校校长，领导鲁中区军民，展开了艰苦卓绝的对敌斗争，坚持、巩固了鲁中抗日根据地
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1944.01,  ,为了加强对新开辟的沂山根据地的领导，霍士廉担任沂山地委书记兼军分区政委，他发动和领导群众坚持对敌斗争，开展了“双减”和大生产运动，逐步巩固扩大了沂山根据地
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1949.09,  ,任省民政厅长，1951年起任省政府、省委秘书长兼政法委员会主任，分工负责镇压反革命、土地革命等工作
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1952.00,  ,霍士廉历任省政府副主席、副省长、代省长、省委副书记、省委书记处书记，主持省委常务工作和省政府全面领导工作
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1957.00,  ,党中央决定霍士廉任浙江省省长，他为了有利于团结当地干部，更好地发挥民主人士的作用，主动推荐其他同志担任省长，充分体现了共产党人的博大胸怀和优秀品质
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1965.10,  ,霍士廉任中共中央西北局书记处书记、陕西省委第一书记、省军区第一政委
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1970.00,  ,任陕西省革委会生产组副组长、农林办公室党的核心小组组长
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1973.05,  ,任中共陕西省委书记，主管农业工作
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1977.01,  ,霍士廉任宁夏回族自治区党委第一书记、革委会主任、军区第一政委
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1979.02,  ,霍士廉任农业部部长、党组书记
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1980.10,  ,霍士廉任中共山西省委第一书记兼省军区第一政委，他不顾年过七旬的高龄，即赴山西开展工作
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1985.00,  ,霍士廉担任了中顾委委员，在任期间，他坚持学习马列主义、毛泽东思想和邓小平建设有中国特色的社会主义理论，积极出主意、提建议，忘我工作学习
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1992.00,  ,他从工作岗位上退了下来，但仍始终关注着他曾经战斗、工作过的地方，为这些地方的两个文明建设奉献自己的力量
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1996.11,  ,霍士廉因病医治无效，在北京逝世，享年87岁
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1930.00,  ,他在忻县中学读书时，就参与组织了青年革命团读书
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1931.00,  ,组织发动了驱逐顽固校长和捣毁国民党县党部的斗争
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1931.00,  ,他考入北京宏达学院学院
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1933.09,  ,他从宏达学院回到山（西）陕（西）利用当地关系开展革命工作学院
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1935.00,  ,夏由于叛徒出卖，西安地下党组织遭受破坏，士廉同志幸在同事和当地群众帮助下得以脱险
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1936.01,  ,在延安接上组织关系，加入中国***
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1936.06,  ,任中共陕北关中特委宣传科长
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1937.02,  ,任陕北富县
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1937.11,  ,任中共陕甘宁边（特）区委员会秘书长
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1938.05,  ,他又响应党中央、毛主席的号召，奔赴山东敌后工作
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1965.10,  ,士廉同志调任中共中央西北局书记处书记、陕西省委第一书记兼省军区第一政委
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1977.01,  ,士廉同志调任宁夏自治区党委第一书记兼军区第一政委
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1978.00,  ,在一场事关国家命运和前途的关于真理标准的大讨论中，他旗帜鲜明地公开发表讲话支持实践是检验真理的唯一标准
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1980.10,  ,前中央为加快和加强部分省、市、区的拨乱反正与领导班子建设，又将士廉同志派往山西任省委第一书记兼省军区第一政委
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1957.10,  ,党中央曾决定他任浙江省省长
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1983.03,  ,他从省委第一书记岗位上退下担任了省顾委主任，在任两年中，对新的省委领导班子和年轻干部的工作给予了满腔热情的支持，在党内外产生了良好的影响
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1985.00,  ,担任中顾委委员，他不顾年高体弱，时常深入基层调研，在积极给中央当好参谋的同时，还为地方的经济建设出主意，想办法
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1992.00,  ,士廉同志从工作岗位上退下来依然为党的事业默默地奉献力量
霍士廉,e0d93da0dcd048e38fb5e9e608fd33d4cdad5651,0000001922,1992.00,  ,他退下工作岗位仍按照中央的部署要求，专心学习邓小平理论，表现了一个***员和领导干部在思想政治上与以***为核心的党中央的高度一致，也表现了他对人民对国家的无限热爱和忠诚学习
吉炳轩,9a48b94aaf6d62f92e289676333aca73702c4e2f,0000001930,1975.00,1978.00,郑州大学中文系学习
吉炳轩,9a48b94aaf6d62f92e289676333aca73702c4e2f,0000001930,1978.00,1982.00,河南省孟津县平乐高中教师、县委办公室干事
吉炳轩,9a48b94aaf6d62f92e289676333aca73702c4e2f,0000001930,1982.00,1984.00,河南省孟津县朝阳乡党委书记
吉炳轩,9a48b94aaf6d62f92e289676333aca73702c4e2f,0000001930,1984.00,1985.00,河南省偃师县委副书记、县长
吉炳轩,9a48b94aaf6d62f92e289676333aca73702c4e2f,0000001930,1985.00,1987.00,河南省偃师县委书记
吉炳轩,9a48b94aaf6d62f92e289676333aca73702c4e2f,0000001930,1987.00,1987.00,共青团河南省委副书记
吉炳轩,9a48b94aaf6d62f92e289676333aca73702c4e2f,0000001930,1987.00,1990.00,共青团河南省委书记
吉炳轩,9a48b94aaf6d62f92e289676333aca73702c4e2f,0000001930,1990.00,1991.00,河南省委副秘书长、政策研究室主任
吉炳轩,9a48b94aaf6d62f92e289676333aca73702c4e2f,0000001930,1991.00,1993.00,河南省新乡市委书记
吉炳轩,9a48b94aaf6d62f92e289676333aca73702c4e2f,0000001930,1993.00,1995.00,共青团中央书记处书记
吉炳轩,9a48b94aaf6d62f92e289676333aca73702c4e2f,0000001930,1995.00,1998.00,吉林省委常委、宣传部部长，省委党校副校长
吉炳轩,9a48b94aaf6d62f92e289676333aca73702c4e2f,0000001930,1998.00,2001.00,国家广播电影电视总局副局长、党组副书记
吉炳轩,9a48b94aaf6d62f92e289676333aca73702c4e2f,0000001930,2001.00,2003.00,中央宣传部副部长
